|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  61177.4        1653.81        3571.98     
  61200.9        1653.96        3572.03     
  61224.4        1654.11        3572.08     
  61247.9        1654.26        3572.13     
  61271.4        1654.41        3572.18     
  61294.9        1654.56        3572.22     
  61318.4        1654.71        3572.27     
  61341.9        1654.86        3572.32     
  61365.4        1655.01        3572.37     
  61388.9        1655.17        3572.42     
  61412.4        1655.32        3572.47     
  61435.9        1655.47        3572.52     
  61459.4        1655.62        3572.57     
  61482.9        1655.77        3572.62     
  61506.4        1655.92        3572.67     
  61529.9        1656.07        3572.72     
  61553.4        1656.22        3572.77     
  61576.9        1656.37        3572.82     
  61600.4        1656.52        3572.86     
  61623.9        1656.67        3572.91     
  61647.4        1656.83        3572.96     
  61670.9        1656.98        3573.01     
  61694.4        1657.13        3573.06     
  61717.9        1657.28        3573.11     
  61741.4        1657.43        3573.16     
  61764.9        1657.58        3573.21     
  61788.4        1657.73        3573.26     
  61811.9        1657.88        3573.31     
  61835.4        1658.03        3573.36     
  61858.9        1658.18        3573.41     
  61882.4        1658.33        3573.46     
  61905.9        1658.48        3573.51     
  61929.4        1658.63        3573.55     
  61952.9        1658.78        3573.60     
  61976.4        1658.93        3573.65     
  61999.9        1659.09        3573.70     
  62023.4        1659.24        3573.75     
  62046.9        1659.39        3573.80     
  62070.4        1659.54        3573.85     
  62093.9        1659.69        3573.90     
  62117.4        1659.84        3573.95     
  62140.9        1659.99        3574.00     
  62164.5        1660.14        3574.05     
  62188.0        1660.29        3574.10     
  62211.5        1660.44        3574.15     
  62235.0        1660.59        3574.19     
  62258.5        1660.74        3574.24     
  62282.0        1660.89        3574.29     
  62305.5        1661.04        3574.34     
  62329.0        1661.19        3574.39     
  62352.5        1661.34        3574.44     
  62376.0        1661.49        3574.49     
  62399.5        1661.64        3574.54     
  62423.0        1661.79        3574.59     
  62446.5        1661.94        3574.64     
  62470.0        1662.09        3574.69     
  62493.5        1662.24        3574.74     
  62517.0        1662.39        3574.79     
  62540.5        1662.54        3574.84     
  62564.0        1662.69        3574.88     
  62587.5        1662.84        3574.93     
  62611.0        1662.99        3574.98     
  62634.5        1663.14        3575.03     
  62658.0        1663.29        3575.08     
  62681.5        1663.44        3575.13     
  62705.0        1663.59        3575.18     
  62728.5        1663.74        3575.23     
  62752.0        1663.89        3575.28     
  62775.5        1664.04        3575.33     
  62799.0        1664.19        3575.38     
  62822.5        1664.34        3575.43     
  62846.0        1664.49        3575.46     
  62869.5        1664.64        3575.55     
  62893.0        1664.79        3575.60     
  62916.5        1664.94        3575.65     
  62940.0        1665.09        3575.70     
  62963.5        1665.24        3575.75     
  62987.0        1665.39        3575.80     
  63010.5        1665.54        3575.85     
  63034.0        1665.69        3575.90     
  63057.5        1665.84        3575.95     
  63081.0        1665.99        3576.00     
  63104.5        1666.14        3576.05     
  63128.0        1666.29        3576.10     
  63151.5        1666.44        3576.14     
  63175.0        1666.59        3576.19     
  63198.6        1666.74        3576.24     
  63222.1        1666.89        3576.29     
  63245.6        1667.04        3576.34     
  63269.1        1667.19        3576.39     
  63292.6        1667.34        3576.44     
  63316.1        1667.49        3576.49     
  63339.6        1667.64        3576.54     
  63363.1        1667.79        3576.59     
  63386.6        1667.94        3576.64     
  63410.1        1668.09        3576.69     
  63433.6        1668.24        3576.74     
  63457.1        1668.39        3576.79     
  63480.6        1668.54        3576.84     
  63504.1        1668.69        3576.88     
  63527.6        1668.83        3576.93     
  63551.1        1668.98        3576.98     
  63574.6        1669.13        3577.03     
  63598.1        1669.28        3577.08     
  63621.6        1669.43        3577.13     
  63645.1        1669.58        3577.18     
  63668.6        1669.73        3577.23     
  63692.1        1669.88        3577.28     
  63715.6        1670.03        3577.33     
  63739.1        1670.18        3577.38     
  63762.6        1670.33        3577.43     
  63786.1        1670.48        3577.48     
  63809.6        1670.63        3577.53     
  63833.1        1670.78        3577.58     
  63856.6        1670.92        3577.62     
  63880.1        1671.07        3577.67     
  63903.6        1671.22        3577.72     
  63927.1        1671.37        3577.77     
  63950.6        1671.52        3577.82     
  63974.1        1671.67        3577.87     
  63997.6        1671.82        3577.92     
  64021.1        1671.97        3577.97     
  64044.6        1672.12        3578.02     
  64068.1        1672.27        3578.07     
  64091.6        1672.42        3578.12     
  64115.1        1672.57        3578.17     
  64138.6        1672.71        3578.22     
  64162.1        1672.86        3578.27     
  64185.6        1673.01        3578.32     
  64209.1        1673.16        3578.36     
  64232.6        1673.31        3578.41     
  64256.2        1673.46        3578.46     
  64279.7        1673.61        3578.51     
  64303.2        1673.76        3578.56     
  64326.7        1673.91        3578.61     
  64350.2        1674.05        3578.66     
  64373.7        1674.20        3578.71     
  64397.2        1674.35        3578.76     
  64420.7        1674.50        3578.81     
  64444.2        1674.65        3578.86     
  64467.7        1674.80        3578.91     
  64491.2        1674.95        3578.96     
  64514.7        1675.10        3579.01     
  64538.2        1675.24        3579.06     
  64561.7        1675.39        3579.11     
  64585.2        1675.54        3579.15     
  64608.7        1675.69        3579.20     
  64632.2        1675.84        3579.25     
  64655.7        1675.99        3579.30     
  64679.2        1676.14        3579.35     
  64702.7        1676.28        3579.40     
  64726.2        1676.43        3579.45     
  64749.7        1676.58        3579.50     
  64773.2        1676.73        3579.55     
  64796.7        1676.88        3579.60     
  64820.2        1677.03        3579.65     
  64843.7        1677.18        3579.70     
  64867.2        1677.32        3579.75     
  64890.7        1677.47        3579.80     
  64914.2        1677.62        3579.85     
  64937.7        1677.77        3579.89     
  64961.2        1677.92        3579.94     
  64984.7        1678.07        3579.99     
  65008.2        1678.21        3580.04     
  65031.7        1678.36        3580.09     
  65055.2        1678.51        3580.14     
  65078.7        1678.66        3580.19     
  65102.2        1678.81        3580.24     
  65125.7        1678.96        3580.29     
  65149.2        1679.10        3580.34     
  65172.7        1679.25        3580.39     
  65196.2        1679.40        3580.44     
  65219.7        1679.55        3580.49     
  65243.2        1679.70        3580.54     
  65266.7        1679.84        3580.59     
  65290.3        1679.99        3580.63     
  65313.8        1680.14        3580.68     
  65337.3        1680.29        3580.73     
  65360.8        1680.44        3580.78     
  65384.3        1680.58        3580.83     
  65407.8        1680.73        3580.88     
  65431.3        1680.88        3580.93     
