|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  125111.        1962.71        3709.43     
  125121.        1962.73        3709.44     
  125131.        1962.76        3709.44     
  125141.        1962.79        3709.45     
  125151.        1962.82        3709.46     
  125161.        1962.85        3709.47     
  125171.        1962.87        3709.48     
  125181.        1962.90        3709.49     
  125191.        1962.93        3709.50     
  125201.        1962.96        3709.51     
  125211.        1962.99        3709.52     
  125221.        1963.01        3709.53     
  125231.        1963.04        3709.53     
  125241.        1963.07        3709.54     
  125251.        1963.10        3709.55     
  125261.        1963.13        3709.56     
  125271.        1963.15        3709.57     
  125281.        1963.18        3709.58     
  125291.        1963.21        3709.59     
  125301.        1963.24        3709.60     
  125311.        1963.27        3709.61     
  125321.        1963.29        3709.62     
  125331.        1963.32        3709.63     
  125341.        1963.35        3709.63     
  125351.        1963.38        3709.64     
  125361.        1963.41        3709.65     
  125371.        1963.43        3709.66     
  125381.        1963.46        3709.67     
  125391.        1963.49        3709.68     
  125401.        1963.52        3709.69     
  125411.        1963.54        3709.70     
  125421.        1963.57        3709.71     
  125431.        1963.60        3709.72     
  125441.        1963.63        3709.73     
  125451.        1963.66        3709.73     
  125461.        1963.68        3709.74     
  125471.        1963.71        3709.75     
  125481.        1963.74        3709.76     
  125491.        1963.77        3709.77     
  125501.        1963.80        3709.78     
  125511.        1963.82        3709.79     
  125521.        1963.85        3709.80     
  125531.        1963.88        3709.81     
  125541.        1963.91        3709.82     
  125551.        1963.93        3709.83     
  125561.        1963.96        3709.84     
  125571.        1963.99        3709.84     
  125581.        1964.02        3709.85     
  125591.        1964.05        3709.86     
  125601.        1964.07        3709.87     
  125611.        1964.10        3709.88     
  125621.        1964.13        3709.89     
  125631.        1964.16        3709.90     
  125641.        1964.18        3709.91     
  125651.        1964.21        3709.92     
  125661.        1964.24        3709.93     
  125671.        1964.27        3709.94     
  125681.        1964.29        3709.95     
  125691.        1964.32        3709.95     
  125701.        1964.35        3709.96     
  125711.        1964.38        3709.97     
  125721.        1964.41        3709.98     
  125731.        1964.43        3710.03     
  125741.        1964.46        3710.08     
  125751.        1964.49        3710.12     
  125761.        1964.52        3710.16     
  125771.        1964.54        3710.20     
  125781.        1964.57        3710.25     
  125791.        1964.60        3710.29     
  125801.        1964.63        3710.33     
  125811.        1964.65        3710.37     
  125821.        1964.68        3710.42     
  125831.        1964.71        3710.46     
  125841.        1964.74        3710.50     
  125851.        1964.76        3710.54     
  125861.        1964.79        3710.59     
  125871.        1964.82        3710.63     
  125881.        1964.85        3710.67     
  125891.        1964.87        3710.71     
  125901.        1964.90        3710.76     
  125911.        1964.93        3710.80     
  125921.        1964.96        3710.84     
  125931.        1964.98        3710.88     
  125941.        1965.01        3710.93     
  125951.        1965.04        3710.97     
  125961.        1965.07        3711.01     
  125971.        1965.09        3711.05     
  125981.        1965.12        3711.10     
  125991.        1965.15        3711.14     
  126001.        1965.18        3711.18     
  126011.        1965.20        3711.22     
  126021.        1965.23        3711.27     
  126031.        1965.26        3711.31     
  126041.        1965.29        3711.35     
  126051.        1965.31        3711.39     
  126061.        1965.34        3711.44     
  126071.        1965.37        3711.48     
  126081.        1965.40        3711.52     
  126091.        1965.42        3711.56     
  126101.        1965.45        3711.61     
  126111.        1965.48        3711.65     
  126121.        1965.51        3711.69     
  126131.        1965.53        3711.73     
  126141.        1965.56        3711.78     
  126151.        1965.59        3711.82     
  126161.        1965.62        3711.86     
  126171.        1965.64        3711.49     
  126181.        1965.67        3711.55     
  126191.        1965.70        3711.60     
  126201.        1965.73        3711.65     
  126211.        1965.75        3711.71     
  126221.        1965.78        3711.76     
  126231.        1965.81        3711.82     
  126241.        1965.83        3711.87     
  126251.        1965.86        3711.92     
  126261.        1965.89        3711.98     
  126271.        1965.92        3712.03     
  126281.        1965.94        3712.08     
  126291.        1965.97        3712.14     
  126301.        1966.00        3712.19     
  126311.        1966.03        3712.24     
  126321.        1966.05        3712.30     
  126331.        1966.08        3712.35     
  126341.        1966.11        3712.40     
  126351.        1966.13        3712.46     
  126361.        1966.16        3712.51     
  126371.        1966.19        3712.57     
  126381.        1966.22        3712.62     
  126391.        1966.24        3712.67     
  126401.        1966.27        3712.73     
  126411.        1966.30        3712.78     
