|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  35201.0        1566.38        3499.49        7.93481        4.35669     
  35301.0        1567.44        3499.66        7.93518        4.35662     
  35401.0        1568.49        3499.83        7.93555        4.35656     
  35501.0        1569.53        3500.00        7.93593        4.35650     
  35601.0        1570.57        3500.18        7.93631        4.35644     
  35701.0        1571.60        3500.35        7.93669        4.35638     
  35801.0        1572.62        3500.52        7.93708        4.35633     
  35901.0        1573.64        3500.70        7.93748        4.35628     
  36001.0        1574.65        3500.87        7.93787        4.35623     
  36101.0        1575.65        3501.05        7.93827        4.35619     
  36201.0        1576.65        3501.23        7.93868        4.35614     
  36301.0        1577.64        3501.40        7.93907        4.35610     
  36401.0        1578.62        3501.57        7.93946        4.35605     
  36501.0        1579.60        3501.75        7.93985        4.35600     
  36601.0        1580.57        3501.93        7.94025        4.35596     
  36701.0        1581.53        3502.10        7.94066        4.35592     
  36801.0        1582.49        3502.28        7.94106        4.35589     
  36901.0        1583.44        3502.46        7.94147        4.35585     
  37001.0        1584.39        3502.64        7.94188        4.35582     
  37101.0        1585.33        3502.82        7.94230        4.35579     
  37201.0        1586.26        3503.00        7.94272        4.35576     
  37301.0        1587.18        3503.18        7.94315        4.35574     
  37401.0        1588.11        3503.46        7.94400        4.35593     
  37501.0        1589.02        3503.66        7.94446        4.35593     
  37601.0        1589.93        3503.85        7.94493        4.35593     
  37701.0        1590.83        3504.04        7.94541        4.35593     
  37801.0        1591.73        3504.24        7.94588        4.35593     
  37901.0        1592.62        3504.43        7.94636        4.35594     
  38001.0        1593.50        3504.63        7.94684        4.35595     
  38101.0        1594.38        3504.82        7.94733        4.35596     
  38201.0        1595.25        3505.02        7.94782        4.35598     
  38301.0        1596.12        3505.22        7.94831        4.35599     
  38401.0        1596.98        3505.41        7.94880        4.35601     
  38501.0        1597.84        3504.43        7.94411        4.35326     
  38601.0        1598.69        3504.64        7.94463        4.35330     
  38701.0        1599.53        3504.84        7.94516        4.35333     
  38801.0        1600.37        3505.05        7.94569        4.35337     
  38901.0        1601.20        3506.40        7.95124        4.35608     
  39001.0        1602.03        3506.60        7.95173        4.35610     
  39101.0        1602.85        3506.80        7.95223        4.35612     
  39201.0        1603.67        3507.00        7.95273        4.35614     
  39301.0        1604.48        3507.20        7.95323        4.35617     
  39401.0        1605.29        3507.40        7.95374        4.35620     
  39501.0        1606.09        3507.60        7.95425        4.35623     
  39601.0        1606.89        3507.80        7.95476        4.35626     
  39701.0        1607.68        3508.01        7.95527        4.35629     
  39801.0        1608.46        3508.21        7.95579        4.35633     
  39901.0        1609.24        3508.42        7.95631        4.35636     
  40001.0        1610.02        3508.62        7.95683        4.35640     
  40101.0        1610.79        3508.83        7.95736        4.35644     
  40201.0        1611.55        3509.03        7.95788        4.35649     
  40301.0        1612.31        3509.24        7.95841        4.35653     
  40401.0        1613.06        3509.45        7.95895        4.35658     
  40501.0        1613.81        3509.66        7.95948        4.35663     
  40601.0        1614.56        3509.86        7.96002        4.35668     
  40701.0        1615.30        3510.07        7.96056        4.35673     
  40801.0        1616.03        3510.28        7.96111        4.35678     
  40901.0        1616.76        3510.49        7.96165        4.35684     
  41001.0        1617.49        3510.71        7.96220        4.35690     
  41101.0        1618.21        3510.92        7.96275        4.35696     
  41201.0        1618.92        3511.13        7.96331        4.35702     
  41301.0        1619.63        3510.48        7.96024        4.35521     
  41401.0        1620.34        3510.70        7.96083        4.35530     
  41501.0        1621.04        3510.93        7.96143        4.35538     
  41601.0        1621.74        3511.15        7.96203        4.35547     
  41701.0        1622.43        3511.37        7.96263        4.35555     
  41801.0        1623.12        3510.86        7.96030        4.35419     
  41901.0        1623.80        3511.09        7.96094        4.35430     
  42001.0        1624.48        3511.33        7.96158        4.35440     
  42101.0        1625.15        3511.56        7.96222        4.35451     
  42201.0        1625.82        3511.79        7.96286        4.35462     
  42301.0        1626.49        3512.03        7.96350        4.35474     
  42401.0        1627.15        3512.26        7.96415        4.35485     
  42501.0        1627.81        3512.49        7.96480        4.35496     
  42601.0        1628.46        3512.73        7.96545        4.35508     
  42701.0        1629.11        3512.96        7.96610        4.35520     
  42801.0        1629.75        3513.20        7.96676        4.35532     
  42901.0        1630.39        3513.44        7.96741        4.35544     
  43001.0        1631.03        3513.67        7.96807        4.35556     
  43101.0        1631.66        3513.91        7.96873        4.35568     
  43201.0        1632.28        3514.15        7.96939        4.35581     
  43301.0        1632.91        3514.39        7.97006        4.35594     
  43401.0        1633.53        3514.62        7.97072        4.35606     
  43501.0        1634.14        3514.86        7.97139        4.35619     
  43601.0        1634.75        3514.34        7.96903        4.35483     
  43701.0        1635.36        3514.59        7.96973        4.35498     
  43801.0        1635.96        3514.84        7.97044        4.35513     
  43901.0        1636.56        3515.09        7.97115        4.35529     
  44001.0        1637.16        3515.34        7.97186        4.35544     
  44101.0        1637.75        3515.59        7.97257        4.35559     
  44201.0        1638.34        3515.84        7.97328        4.35575     
  44301.0        1638.92        3516.09        7.97400        4.35591     
  44401.0        1639.50        3516.34        7.97472        4.35606     
  44501.0        1640.08        3517.49        7.97885        4.35781     
  44601.0        1640.65        3517.72        7.97950        4.35793     
  44701.0        1641.22        3517.95        7.98015        4.35806     
  44801.0        1641.78        3518.19        7.98080        4.35818     
  44901.0        1642.34        3518.42        7.98146        4.35831     
  45001.0        1642.90        3518.66        7.98211        4.35844     
  45101.0        1643.46        3518.89        7.98277        4.35857     
  45201.0        1644.01        3519.13        7.98342        4.35870     
  45301.0        1644.55        3519.67        7.98558        4.35970     
  45401.0        1645.10        3519.90        7.98623        4.35983     
  45501.0        1645.64        3520.14        7.98689        4.35996     
  45601.0        1646.17        3520.38        7.98755        4.36010     
  45701.0        1646.71        3520.61        7.98821        4.36023     
  45801.0        1647.24        3520.85        7.98887        4.36036     
  45901.0        1647.76        3521.09        7.98953        4.36050     
  46001.0        1648.29        3521.32        7.99020        4.36064     
  46101.0        1648.81        3521.56        7.99086        4.36078     
  46201.0        1649.32        3521.80        7.99153        4.36092     
  46301.0        1649.84        3521.71        7.99084        4.36035     
  46401.0        1650.35        3521.95        7.99152        4.36049     
  46501.0        1650.85        3522.19        7.99219        4.36064     
  46601.0        1651.36        3522.44        7.99287        4.36078     
  46701.0        1651.86        3522.68        7.99355        4.36093     
  46801.0        1652.35        3522.92        7.99423        4.36108     
  46901.0        1652.85        3523.16        7.99491        4.36123     
  47001.0        1653.34        3523.40        7.99559        4.36138     
