|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  41801.0        1242.78        3556.34        8.16153        4.49549     
  41901.0        1244.24        3556.46        8.16165        4.49526     
  42001.0        1245.69        3556.57        8.16178        4.49502     
  42101.0        1247.14        3556.56        8.16148        4.49470     
  42201.0        1248.58        3556.68        8.16164        4.49449     
  42301.0        1250.02        3556.77        8.16164        4.49418     
  42401.0        1251.46        3556.89        8.16177        4.49396     
  42501.0        1252.90        3557.00        8.16191        4.49373     
  42601.0        1254.33        3557.12        8.16205        4.49351     
  42701.0        1255.76        3557.24        8.16220        4.49329     
  42801.0        1257.19        3557.35        8.16234        4.49307     
  42901.0        1258.61        3557.47        8.16248        4.49285     
  43001.0        1260.03        3557.59        8.16263        4.49263     
  43101.0        1261.45        3557.71        8.16278        4.49241     
  43201.0        1262.86        3557.83        8.16293        4.49219     
  43301.0        1264.27        3557.95        8.16308        4.49198     
  43401.0        1265.68        3557.90        8.16260        4.49160     
  43501.0        1267.08        3558.02        8.16276        4.49140     
  43601.0        1268.48        3558.14        8.16293        4.49119     
  43701.0        1269.88        3558.26        8.16309        4.49098     
  43801.0        1271.27        3558.39        8.16326        4.49078     
  43901.0        1272.66        3558.51        8.16343        4.49057     
  44001.0        1274.05        3558.90        8.16456        4.49053     
  44101.0        1275.44        3559.02        8.16472        4.49033     
  44201.0        1276.82        3559.14        8.16488        4.49012     
  44301.0        1278.20        3559.27        8.16504        4.48992     
  44401.0        1279.57        3559.39        8.16520        4.48972     
  44501.0        1280.94        3559.49        8.16523        4.48944     
  44601.0        1282.31        3559.62        8.16540        4.48924     
  44701.0        1283.68        3559.74        8.16557        4.48904     
  44801.0        1285.04        3559.86        8.16574        4.48884     
  44901.0        1286.40        3559.99        8.16592        4.48865     
  45001.0        1287.76        3560.11        8.16609        4.48845     
  45101.0        1289.11        3560.24        8.16626        4.48826     
  45201.0        1290.46        3560.36        8.16644        4.48807     
  45301.0        1291.81        3560.40        8.16643        4.48789     
  45401.0        1293.16        3560.47        8.16643        4.48769     
  45501.0        1294.50        3560.60        8.16661        4.48750     
  45601.0        1295.83        3560.72        8.16680        4.48731     
  45701.0        1297.17        3560.85        8.16698        4.48712     
  45801.0        1298.50        3560.98        8.16717        4.48693     
  45901.0        1299.83        3561.11        8.16735        4.48675     
  46001.0        1301.16        3561.23        8.16754        4.48656     
  46101.0        1302.48        3561.36        8.16773        4.48637     
  46201.0        1303.80        3561.49        8.16792        4.48619     
  46301.0        1305.12        3561.85        8.16895        4.48632     
  46401.0        1306.43        3561.97        8.16913        4.48614     
  46501.0        1307.74        3562.10        8.16932        4.48595     
  46601.0        1309.05        3562.23        8.16950        4.48577     
  46701.0        1310.36        3562.35        8.16969        4.48559     
  46801.0        1311.66        3562.48        8.16988        4.48541     
