|6.6.6
mars_kc08_atm_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  48701.0        1515.62        3498.81        7.81917        4.29695     
  48801.0        1516.64        3499.01        7.81969        4.29688     
  48901.0        1517.64        3499.21        7.82021        4.29681     
  49001.0        1518.65        3499.41        7.82074        4.29675     
  49101.0        1519.65        3500.83        7.82745        4.29923     
  49201.0        1520.65        3501.02        7.82791        4.29914     
  49301.0        1521.64        3501.21        7.82838        4.29905     
  49401.0        1522.63        3501.40        7.82884        4.29897     
  49501.0        1523.62        3501.59        7.82932        4.29888     
  49601.0        1524.60        3501.78        7.82979        4.29879     
  49701.0        1525.58        3501.97        7.83026        4.29871     
  49801.0        1526.56        3502.00        7.82992        4.29835     
